Tweets,tweet_date,User_location,Clean_tweets,Sentiment,hours,date,location,point,latitude,longitude,altitude
"RT @sheel47: This is the time. Be helpful to the one who is suffering, to the one needs it. We can't reach to everyone but everyone can atlÂ",27-05-2020 18:46,"Navi Mumbai, India",thi time help suffer need reach everyon everyon,Neutral,18,27-05-2020,"Navi Mumbai, Thane, Maharashtra, 400706, India","(19.0308262, 73.0198537, 0.0)",19.0308262,73.0198537,0
@narendramodi @nsitharaman @RBI why is @HDFCBank_Cares charging me hefty interest on the EMI extension I have optedÂ https://t.co/TtHcqN11ez,27-05-2020 18:45,mumbai,charg hefti interest extens opt http tthcqn,Neutral,18,27-05-2020,"Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",27-05-2020 18:44,Mumbai,railway transport lakh passeng home state #shramikspecialtrain train,Neutral,18,27-05-2020,"Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,0
"RT @rsprasad: Do not spit in public places as it can increase the spread of #COVID19.
It is necessary to improve the level of basic hygieneÂ",27-05-2020 18:43,Hyderabad,spit public place increas spread #covid necessari improv level basic hygien,Neutral,18,27-05-2020,"Hyderabad, Telangana, India","(17.38878595, 78.46106473453146, 0.0)",17.38878595,78.46106473,0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",27-05-2020 18:43,India,aarogya setu becom world largest contact trace day crore peopl download,Neutral,18,27-05-2020,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0
RT @mygovindia: Take a glance to know how IndiaÂs Recovery Rate of COVID-19 patients is steadily improving. #IndiaFightsCorona https://t.coÂ,27-05-2020 18:43,"Mumbai, India",take glanc know india recoveri rate covid patient steadili improv #indiafightscorona http,Neutral,18,27-05-2020,"Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,0
"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

??To beat the heat during #COVID19, here's the AC guidelines for: 

??Residences, Standalone WorksÂ",27-05-2020 18:43,"Mohali, India",#indiafightscorona beat heat #covid guidelin resid standalon work,Neutral,18,27-05-2020,"Mohali, Malerkotla Tahsil, Sangrur, Punjab, India","(30.450764, 76.0484147, 0.0)",30.450764,76.0484147,0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",27-05-2020 18:43,Bharat ,aarogya setu becom world largest contact trace day crore peopl download,Neutral,18,27-05-2020,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0
"RT @payalmehta100: Here is how doctors and nurses of Sion Hospital in Mumbai clap for a 36 day old baby who recovers from #Covid_19 
#HopeÂ",27-05-2020 18:43,Around the world,here doctor nurs sion hospit mumbai clap babi recov #covid #hope,Neutral,18,27-05-2020,"Around the World, Whistler Olympic Park, Squamish-Lillooet Regional District, British Columbia, Canada","(50.1312446, -123.1193013, 0.0)",50.1312446,-123.1193013,0
Sad to see the current state of Indian Politics. One can have all the power one can have all the money but death wiÂ https://t.co/1Cnl2rL90Q,27-05-2020 18:42,,current state indian polit power money death http,Neutral,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @RailMinIndia: Please do not spit openly.

It may lead to spreading of Covid-19 disease. 

Be a responsible citizen.

#IndiaFightsCoronaÂ",27-05-2020 18:42,,pleas spit openli lead spread covid diseas respons citizen #indiafightscorona,Neutral,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"This is the time. Be helpful to the one who is suffering, to the one needs it. We can't reach to everyone but everyÂ https://t.co/7QGclXEWNL",27-05-2020 18:41,India,thi time help suffer need reach everyon everi http qgclxewnl,Neutral,18,27-05-2020,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0
"RT @mygovindia: Thank You India for letting Setu protect you during this crisis time! Spread the message, encourage more people to downloadÂ",27-05-2020 18:41,India,thank india let setu protect crisi time spread messag encourag peopl download,Neutral,18,27-05-2020,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0
RT @mygovindia: There is no notification issued by the Government for opening Educational Institutions throughout the country. Don't fall fÂ,27-05-2020 18:41,India,there notif issu govern open educ institut throughout countri fall,Neutral,18,27-05-2020,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0
Thank you @Aviralmishrabjp and @mrabhishekbjp1 for organising informative session about Indian Economy and it's curÂ https://t.co/vVHTgJUmXc,27-05-2020 18:40,"Kolkata, India",thank organis inform session indian economi http vvhtgjumxc,Neutral,18,27-05-2020,"Kolkata, West Bengal, India","(22.54541245, 88.3567751581234, 0.0)",22.54541245,88.35677516,0
"RT @ManojSharmaBpl: Despite tall claims, no help from governments of @ChouhanShivraj &amp; @mlkhattar to 35 #MigrantWorkers who paid ? 1 lakh tÂ",27-05-2020 18:40,Bhonrasa dist DEWAS (M.P.),despit tall claim help govern #migrantwork paid lakh,Neutral,18,27-05-2020,,,,,
"RT @ManojSharmaBpl: Fearing #Corona infection, villagers attach mask on nostril of bullocks to transport potable water in the scorching heaÂ",27-05-2020 18:39,Bhonrasa dist DEWAS (M.P.),fear #corona infect villag attach mask nostril bullock transport potabl water scorch,Neutral,18,27-05-2020,,,,,
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,27-05-2020 19:34,Bihar India,sensit natur work send migrant worker back home safe exemplari,Positive,19,27-05-2020,"Bihar, India","(25.6440845, 85.906508, 0.0)",25.6440845,85.906508,0
"RT @Jb21bh: This is how the Best CM of India,#UddhavThackeray is handling the Covid Crisis in Maharashtra.
#IndiaFightsCorona https://t.co/Â",27-05-2020 19:31,,thi best india #uddhavthackeray handl covid crisi maharashtra #indiafightscorona http,Positive,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
RT @poddarajeev2000: As we said many times in our insta live .. when all of this is over the world is not going to be the same again...????..Â,27-05-2020 19:17,,said mani time insta live world go,Positive,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @assampolice: Have you washed your Hands? 

Clean hands can protect us from #CoronaVirus. 

Wash your hands regularly with soap and wateÂ",27-05-2020 19:10,Dhemaji Assam India,have wash hand clean hand protect #coronaviru wash hand regularli soap wate,Positive,19,27-05-2020,"Dhemaji, Assam, 787057, India","(27.466831499999998, 94.51786508708852, 0.0)",27.4668315,94.51786509,0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,27-05-2020 19:06,,sensit natur work send migrant worker back home safe exemplari,Positive,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,27-05-2020 19:05,,sensit natur work send migrant worker back home safe exemplari,Positive,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @SonuSood: So proud of our Maharashtra Police ??????

#IndiaFightsCorona @CMOMaharashtra @AnilDeshmukhNCP @DGPMaharashtra @MumbaiPolice httÂ",27-05-2020 19:04,"Bisha, Kingdom of Saudi Arabia",proud maharashtra polic #indiafightscorona,Positive,19,27-05-2020,"Bisha Domestic Airport;بشة, Baggage Collection, بيشة, منطقة بيشة, منطقة عسير, Saudi Arabia / السعودية","(19.9874193, 42.623489, 0.0)",19.9874193,42.623489,0
"RT @MichaelDabhi: Good News!!

According to a report by @WHO, IndiaÂs Death per lakh population is amongst the lowest in the world. SalutinÂ",27-05-2020 19:03,"Gujarat, India",good news accord report india death lakh popul amongst lowest world salutin,Positive,19,27-05-2020,"Gujarat, India","(22.41540825, 72.03149703699282, 0.0)",22.41540825,72.03149704,0
"RT @CharuPragya: My heartfelt gratitude to the entire police force and administration working day &amp; night as #IndiaFightsCorona.

Rarely anÂ",27-05-2020 19:02,,heartfelt gratitud entir polic forc administr work night #indiafightscorona rare,Positive,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @USAID_NISHTHA: Stay physically apart but  socially-connected! 

@USAID_NISHTHA is supporting @MoHFW_INDIA &amp; 12 states across India in dÂ",27-05-2020 18:59,,stay physic apart social connect support state across india,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @Suriya_offl: Let's all stay home and stay safe??
#IndiaFightsCorona

@Vijayabaskarofl @TNDeptofHealth @MoHFW_INDIA https://t.co/q2BuBYDvÂ",27-05-2020 18:56,,stay home stay safe #indiafightscorona http bubydv,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
RT @PRK_Trends: Be Home n Be Safe @PuneethRajkumar #IndiaFightsCorona https://t.co/rjionV8WGo,27-05-2020 18:55,,home safe #indiafightscorona http rjionv,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @InfoGujarat: ?? ?? ?? ????, 
???? ???? ????? ?

Distance of two yard,
Keeps you away from covid ward. 

Protect yourself and your lovedÂ",27-05-2020 18:53,,distanc yard keep away covid ward protect love,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"Here is the real life AVENGER.. 
@SonuSood  ?? 
.
.
.
#SonuSood #IndiaFightsCorona  #avenger #superhero https://t.co/SRmnJbYfEE",27-05-2020 18:53,,here real life aveng #sonusood #indiafightscorona #aveng #superhero http srmnjbyfe,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
Can we have more of #SonuSood in India. Cloning him perhaps will help us become a better humane society. The imageÂ https://t.co/QOs4nULyE8,27-05-2020 18:52,"New Delhi, India",#sonusood india clone perhap help becom better human societi imag http nuly,Positive,18,27-05-2020,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0
"RT @NeerajKumarJad1: D64 of #IndiaLockdown. Honour your Gods, Love your family and defend your country. Follow social (physical) distancingÂ",27-05-2020 18:52,Noida,#indialockdown honour god love famili defend countri follow social physic distanc,Positive,18,27-05-2020,"Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India","(28.5726442, 77.3547609, 0.0)",28.5726442,77.3547609,0
"RT @MoHFW_INDIA: #IndiaFightsCorona

Face-cover is good for maintaining personal hygiene. Wear it all the time and protect yourself and othÂ",27-05-2020 18:51,"Hathras, India",#indiafightscorona face cover good maintain person hygien wear time protect,Positive,18,27-05-2020,"Hathras, Uttar Pradesh, India","(27.57324325, 78.11173866751716, 0.0)",27.57324325,78.11173867,0
"RT @NeerajKumarJad1: D64 of #IndiaLockdown. Honour your Gods, Love your family and defend your country. Follow social (physical) distancingÂ",27-05-2020 18:48,"Ghaziabad, India",#indialockdown honour god love famili defend countri follow social physic distanc,Positive,18,27-05-2020,"Ghaziabad, Uttar Pradesh, India","(28.711241, 77.4445372, 0.0)",28.711241,77.4445372,0
"RT @QatarStories: Air India will shortly shift to direct ticketing to facilitate bookings abroad . @DrSJaishankar 
@IndEmbDoha 

#VandeBharÂ",27-05-2020 18:48,"Badlapur, India",india shortli shift direct ticket facilit book abroad #vandebhar,Positive,18,27-05-2020,"Badlapur, Jaunpur, Uttar Pradesh, 222125, India","(25.895924450000003, 82.43771622957613, 0.0)",25.89592445,82.43771623,0
"RT @NeerajKumarJad1: D64 of #IndiaLockdown. Honour your Gods, Love your family and defend your country. Follow social (physical) distancingÂ",27-05-2020 18:47,"??????, (????? ??????) ????",#indialockdown honour god love famili defend countri follow social physic distanc,Positive,18,27-05-2020,,,,,
"D64 of #IndiaLockdown. Honour your Gods, Love your family and defend your country. Follow social (physical) distancÂ https://t.co/s0HO9bb24M",27-05-2020 18:45,,#indialockdown honour god love famili defend countri follow social physic distanc http,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @halfcircles1: The second webinar organised by Modify Foundation and HCMPL on 'Life after Lockdown' was a huge success. Subject experts,Â",27-05-2020 18:44,"Lucknow, India",second webinar organis modifi foundat hcmpl life lockdown huge success subject expert,Positive,18,27-05-2020,"Lucknow, Sadar, Lucknow, Uttar Pradesh, 226019, India","(26.8381, 80.9346001, 0.0)",26.8381,80.9346001,0
"Fight Corona Virus and not Corona Patient!!!

Be kind to each other, only solidarity is the tool in humanitarian crÂ https://t.co/43jhflcYcK",27-05-2020 18:43,Delhi,fight corona viru corona patient kind solidar tool humanitarian http jhflcyck,Positive,18,27-05-2020,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","(28.6517178, 77.2219388, 0.0)",28.6517178,77.2219388,0
"RT @MichaelDabhi: Good News!!

According to a report by @WHO, IndiaÂs Death per lakh population is amongst the lowest in the world. SalutinÂ",27-05-2020 18:42,Ahmedabad,good news accord report india death lakh popul amongst lowest world salutin,Positive,18,27-05-2020,"Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India","(23.0216238, 72.5797068, 0.0)",23.0216238,72.5797068,0
"RT @INUnPlugged: Remember them? Modi washed their feet during election. They donÂt have food to eat during lockdown. 
#BycottBJP #indiaFighÂ",27-05-2020 18:38,"machkhowa, guwahati, assam",rememb modi wash feet elect they food lockdown #bycottbjp #indiafigh,Positive,18,27-05-2020,"Machkhowa, Guwahati, Kamrup Metropolitan, Assam, 781015, India","(26.1755052, 91.734023, 0.0)",26.1755052,91.734023,0
RT @narendramodi: A young girlÂs message to her father. Do watch. #IndiaFightsCorona https://t.co/gF7ZVNzGVb,27-05-2020 18:38,India,young girl messag father watch #indiafightscorona http zvnzgvb,Positive,18,27-05-2020,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0
"RT @PIBHomeAffairs: #IndiaFightsCorona

Below is a list of state and Union Territory-wise public helpline numbers for #COVID19.

Please shaÂ",27-05-2020 18:37,India,#indiafightscorona below list state union territori wise public helplin number #covid pleas,Positive,18,27-05-2020,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0
"RT @theashisharya: But best CM says everything is fine in Mumbai, sheer misgovernance as city is collapsing  !!! 
#Maharashtra
#MahaMess
#IÂ",27-05-2020 18:35,,best say everyth fine mumbai sheer misgovern citi collaps #maharashtra #mahamess,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @RailMinIndia: Indian Railways operationalises 3274 ÂShramik SpecialÂ trains till 25th May, across the country and transports more thanÂ",27-05-2020 18:35,,indian railway operationalis shramik special train till across countri transport,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,27-05-2020 18:35,,sensit natur work send migrant worker back home safe exemplari,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @MoHFW_INDIA: #IndiaFightsCorona

Face-cover is good for maintaining personal hygiene. Wear it all the time and protect yourself and othÂ",27-05-2020 18:33,,#indiafightscorona face cover good maintain person hygien wear time protect,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @rajivsingh275: @DhirendraGBN Sir, Mr Saurabh, Zee media employee resident of Ace City
has been tested Negative as per latest news.  NowÂ",27-05-2020 18:33,"Greater Noida, India",saurabh media employe resid citi test neg latest news,Positive,18,27-05-2020,"Greater Noida, Gautam Buddha Nagar, Uttar Pradesh, 201310, India","(28.4670734, 77.5137649, 0.0)",28.4670734,77.5137649,0
RT @PRK_Trends: Be Home n Be Safe @PuneethRajkumar #IndiaFightsCorona https://t.co/rjionV8WGo,27-05-2020 18:32,"Hyderabad, India",home safe #indiafightscorona http rjionv,Positive,18,27-05-2020,"Hyderabad, Telangana, India","(17.38878595, 78.46106473453146, 0.0)",17.38878595,78.46106473,0
RT @PRK_Trends: Be Home n Be Safe @PuneethRajkumar #IndiaFightsCorona https://t.co/rjionV8WGo,27-05-2020 18:31,,home safe #indiafightscorona http rjionv,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",27-05-2020 18:31,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @DCKamrupMetro: Screening and Swab collection in process of passengers arriving via flights at Kiranshree Grand. 

#IndiaFightsCorona
#AÂ",27-05-2020 18:31,,screen swab collect process passeng arriv flight kiranshre grand #indiafightscorona,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @DCKamrupMetro: Passengers arriving at LGBI airport Guwahati via flights arrives at Kiranshree Grand for Screening and Tests. 

#IndiaFiÂ",27-05-2020 18:31,,passeng arriv lgbi airport guwahati flight arriv kiranshre grand screen test #indiafi,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",27-05-2020 18:30,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @QatarStories: Air India will shortly shift to direct ticketing to facilitate bookings abroad . @DrSJaishankar 
@IndEmbDoha 

#VandeBharÂ",27-05-2020 18:30,Bahrain,india shortli shift direct ticket facilit book abroad #vandebhar,Positive,18,27-05-2020,البحرين,"(26.1551249, 50.5344606, 0.0)",26.1551249,50.5344606,0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",27-05-2020 18:30,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"#IndiaFightsCorona
India is putting up a good fight against COVID-19. Within a short span of two months, India hasÂ https://t.co/6VQp1bA7Uh",27-05-2020 18:30,,#indiafightscorona india put good fight covid within short span month india http,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"#IndiaFightsCorona
Given the huge demand for face masks, Indian Khadi face masks are set to go global.  The KVIC wiÂ https://t.co/VisYsSJell",27-05-2020 18:30,,#indiafightscorona given huge demand face mask indian khadi face mask global kvic http visyssjel,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"#IndiaFightsCorona
The Modi Govt relaxes visa and travel restrictions imposed in response to COVID -19. Certain catÂ https://t.co/APehv6MtLM",27-05-2020 18:30,,#indiafightscorona modi govt relax visa travel restrict impos respons covid certain http apehv mtlm,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"#IndiaFightsCorona
IndiaÂs economic fightback during COVID-19 is spectacular. Stabilizing the economic systems, RBIÂ https://t.co/V3HivWguqm",27-05-2020 18:30,,#indiafightscorona india econom fightback covid spectacular stabil econom system http hivwguqm,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"#IndiaFightsCorona
The Modi GovtÂs approach to breaking the chain as well as to provide better health care is workiÂ https://t.co/615zgwhOyT",27-05-2020 18:30,,#indiafightscorona modi govt approach break chain well provid better health care worki http zgwhoyt,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @DDNewslive: #IndiaFightsCorona

Latest figures in India as on 27 May, 8 AM:

Active cases: 83,004
Cured/Discharged: 64,425
Migrated: 1Â",27-05-2020 18:28,"Ahmadabad City, Gujarat",#indiafightscorona latest figur india activ case cure discharg migrat,Positive,18,27-05-2020,"Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India","(23.0216238, 72.5797068, 0.0)",23.0216238,72.5797068,0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",27-05-2020 18:28,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",27-05-2020 18:28,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @theashisharya: But best CM says everything is fine in Mumbai, sheer misgovernance as city is collapsing  !!! 
#Maharashtra
#MahaMess
#IÂ",27-05-2020 18:28,"Khopoli, India",best say everyth fine mumbai sheer misgovern citi collaps #maharashtra #mahamess,Positive,18,27-05-2020,"Khopoli, Khalapur, Raigad, Maharashtra, 410203, India","(18.787747, 73.3438185, 0.0)",18.787747,73.3438185,0
"RT @HPCL: #COVID19 times requires us to take special care of each other. On same lines, our #DriveTrack Plus offers an insurance cover forÂ",27-05-2020 18:28,,#covid time requir take special care line #drivetrack plu offer insur cover,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",27-05-2020 18:27,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",27-05-2020 18:27,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,27-05-2020 18:27,"Kolkata, India",sensit natur work send migrant worker back home safe exemplari,Positive,18,27-05-2020,"Kolkata, West Bengal, India","(22.54541245, 88.3567751581234, 0.0)",22.54541245,88.35677516,0
"IndiaÂs economic fightback during COVID-19 is spectacular. Stabilizing the economic systems, RBI has granted an unqÂ https://t.co/V21sLKDYff",27-05-2020 18:26,"Bengaluru, India",india econom fightback covid spectacular stabil econom system grant http slkdyff,Positive,18,27-05-2020,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India","(12.9791198, 77.5912997, 0.0)",12.9791198,77.5912997,0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",27-05-2020 18:25,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
RT @Jb21bh: This is how Best CM is handling the Covid Crisis in #Maharashtra.Patients are lying on floor while Deadbodies are on beds.OnlyÂ,27-05-2020 18:25,"Tamil Nadu, India",thi best handl covid crisi #maharashtra patient lie floor deadbodi bed onli,Positive,18,27-05-2020,"Tamil Nadu, India","(10.9094334, 78.3665347, 0.0)",10.9094334,78.3665347,0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,27-05-2020 18:24,,sensit natur work send migrant worker back home safe exemplari,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy People in #Versova_Vidhansabha who are highÂ",27-05-2020 18:24,,volunt provid essenti servic distribut food needi peopl #versova vidhansabha high,Positive,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
